PUIC;NAAM;DIENSTREGELPUNT_TYPE;LANDCODE;STATIONSGROOTTE;HEEFT_TANKPLAATS;HEEFT_WERKPLAATS;BLOKPUNT_INDICATIE;BEDIEND;AFKORTING;DOORKOMST_VERPLICHT;BEDIENINGSCODE;KMLINT;KMLINT_OMSCHRIJVING;KM_GEOCODE_T;OFFSET;OFFSET_T;GEOCODE;SUBCODE;GEOCODE_NR;GEOSUBCODE;GEOCODE_NAAM;BEHEERDER;ONDERHOUDSREGIO_NAAM;ONDERHOUDSREGIO_AFKORTING;TECHNIEKVELD;PGO_GEBIED_NAAM;PGO_GEBIED_NR;OPC_GEBIED_NAAM;OPC_GEBIED_NR;PCA;X;Y;GELDIG_VANAF;PUBLICATIEDATUM;PPLG_PUIC;PPLG_NAAM;VLPOST_PUIC;VLPOST_NAAM;PPLG_OMSCHRIJVING;VLPOST_OMSCHRIJVING;LATITUDE;LONGITUDE;KM_GEOCODE
b6ac43ec-688a-4652-bb16-5fb9f1d2ec41;Amsterdam Westhaven;Goederen Emplacement;Nederland;Onbekend;Ja;Nee;Nee;Ja;Awhv;Ja;Goederen emplacement;Awhv-Asd;Amsterdam Westhaven (gebied) - Amsterdam Centraal ;75,799786;0.392217;0,392217;486;b;486;486_b;Amsterdam Westhaven (gebied);ProRail;Randstad Noord;RN;Baan;Amsterdam;220;Amsterdam;9;VolkerRail;117798;490822;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;f5cb0b4b-fc48-4ce6-bddb-3e5f7860059d;SGRA;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Singelgracht aansl.;Amsterdam Centraal;5.240.396.791;484.053.263;75.799.786
fae8adf6-6723-49ce-beec-666c2a99eec7;Muiderberg aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Mbga;Ja;OA Overloop-aansluiting;Wp-Llso;Weesp - Lelystad Opstel. ;2,299576;-0.137226;-0,137226;541;a;541;541_a;Weesp Aansl.;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Weesp;11;Strukton Rail;133819;480377;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;436aab70-fe56-4c60-b8a2-a82e326e1fe5;MBGA;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Muiderberg aansl.;Amsterdam Centraal;5.231.094.612;507.660.887;2.299.576
5cc6bf2d-2bc2-4dcd-97e8-ff27e7517f10;Amsterdam Zuid overloopwissels;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Asdzo;Ja;OA Overloop-aansluiting;Gpda-Asra;Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ;155,899586;0.383346;0,383346;144;a;144;144_a;Duivendrecht - Amsterdam Riekerpolder;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Duivendrecht;10;Strukton Rail;119312;483526;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;a0aeb630-52b2-4297-b8ac-7206cec8861c;ASDZO;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Amsterdam Zuid overloopwissels;Amsterdam Centraal;523.384.974;486.355.427;155.899.586
b84146be-0e99-480f-989d-677a3cc372d8;Hoofddorp opstel.;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Ja;Ja;Hfdo;Ja;Goederen emplacement;Asra-Wmd;Amsterdam Riekerpolder Aansl. - Warmond ;20,499994;0.607404;0,607404;133;a;133;133_a;Amsterdam Riekerpolder - Warmond;ProRail;Randstad Noord;RN;;Kennemerland;240;Haarlem;8;Strukton Rail;106876;477612;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;595151cf-77b2-4670-8243-1d2ee1b7be27;HFD;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Hoofddorp;Amsterdam Centraal;5.228.439.969;468.193.681;20.499.994
eafe7cca-2962-4b40-910d-5aba20eb30a0;Schinkelbrug - bij Amsterdam Zuid;Brug;Nederland;Onbekend;Nee;Nee;Nee;Nee;Skbr;Ja;BR Beweegbare brug;Gpda-Asra;Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ;157,039732;0.099397;0,099397;144;a;144;144_a;Duivendrecht - Amsterdam Riekerpolder;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Duivendrecht;10;Strukton Rail;118177;483444;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;;Amsterdam Centraal;5.233.768.561;484.691.013;157.039.732
8a0415e4-c060-4617-929a-c649513b0023;Gaasperdammerweg aansl. (Amsterdam);Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Gpda;Ja;OA Overloop-aansluiting;Asd-Zp;Amsterdam Centraal - Zutphen ;9,700278;-0.154666;-0,154666;585;;585;585__;Diemen Aansl.;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Weesp;11;Strukton Rail;128836;482510;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;361ccadc-c86e-498c-82b1-29a420037163;GPDA;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Gaasperdammerweg aansl. (Amsterdam);Amsterdam Centraal;5.232.990.198;500.337.462;9.700.278
ea7cac95-6673-4e28-9be8-22d1c4da0b34;Amsterdam Muiderpoort;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Asdm;Ja;Stop-station;Asd-Zp;Amsterdam Centraal - Zutphen ;3,849704;-0.323854;-0,323854;526;a;526;526_a;Amsterdam Muiderpoort;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Duivendrecht;10;Strukton Rail;124068;485858;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;16c48c65-978f-4f30-bd62-2499665dad57;ASDM;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Amsterdam Muiderpoort;Amsterdam Centraal;523.597.441;493.312.202;3.849.704
1134d5e0-5263-4ca1-87f9-42790811862a;Almere Muziekwijk Overloop;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Almmo;Ja;OA Overloop-aansluiting;Wp-Llso;Weesp - Lelystad Opstel. ;11,708182;0.449687;0,449687;135;;135;135__;Weesp Aansl. - Lelystad Industrieterrein;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Weesp;11;Strukton Rail;140532;485843;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;5fb809a6-1056-47ff-b441-4ff79f356f03;ALMMO;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Almere Muziekwijk overloopw.;Amsterdam Centraal;5.236.028.958;517.481.157;11.708.182
dc6c7385-4173-45fc-8403-8d477d6dc6bb;Lelystad opstel.;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Llso;Nee;Goederen emplacement;Wp-Llso;Weesp - Lelystad Opstel. ;45,399617;-0.231373;-0,231373;135;;135;135__;Weesp Aansl. - Lelystad Industrieterrein;ProRail;Randstad Noord;RN;Baan;Amstelsepoort;230;Weesp;11;Strukton Rail;162651;506864;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;30071971-b003-49c8-a9c2-76688f7ed30a;LLSOA;2cae70e6-e587-451d-a8d4-ed88b04be49e;ASD;Lelystad Opstelterrein Aansl.;Amsterdam Centraal;5.254.935.059;550.000.396;45.399.617
b016da58-1903-47f1-a3a2-91b73ec12076;Hoevelaken;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Hvl;Ja;Stop-station;Asd-Zp;Amsterdam Centraal - Zutphen ;51,292828;0.141575;0,141575;20;;20;020__;Amersfoort Aansl. - Barneveld Noord;ProRail;Noord-Oost;NO;Baan;Veluwe;430;Gelderse Vallei;29;Strukton Rail;159770;464263;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;;Amersfoort;5.216.650.394;545.692.355;51.292.828
9d1ec8cb-9720-446d-b579-11f3a29ff9e2;Soestdijk;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Sd;Ja;Stop-station;Dld-Brn;Den Dolder - Baarn ;7,499718;-0.106818;-0,106818;91;;91;091__;Den Dolder - Baarn;ProRail;Randstad Noord;RN;Baan;Eemland;200;Amersfoort;12;ASSET Rail;149042;466128;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;;Amersfoort;5.218.325.513;530.008.708;7.499.718
d0d57094-175c-4b54-8486-54fb83778dba;Ermelo;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Eml;Ja;Stop-station;Ama-Htba;Amersfoort Aansluiting - Hattemerbroek Aansluiting ;44,645985;-0.119997;-0,119997;17;;17;017__;Amersfoort Aansl. - Hattemerbroek;ProRail;Noord-Oost;NO;Baan;Veluwe;430;Gelderse Vallei;29;Strukton Rail;170503;479274;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;;Amersfoort;5.230.122.194;561.448.829;44.645.985
f527d441-2a3c-4c00-bded-ab8a2cbf0e8a;Den Dolder;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Dld;Ja;Stop-station;Ut-Amf;Utrecht - Amersfoort ;11,83123;-0.292818;-0,292818;530;b;530;530_b;Den Dolder;ProRail;Randstad Noord;RN;Baan;Eemland;200;Amersfoort;12;ASSET Rail;145164;461390;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;2a3dbb61-ec3b-4750-8e87-0d8ec1f01499;DLD;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;Den Dolder;Amersfoort;5.214.061.469;524.352.061;1.183.123
f56ad2b8-bb8a-4b9b-b0ca-bd32e182f711;Amersfoort Vlasakkers aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Amfva;Nee;OA Overloop-aansluiting;Ut-Amf;Utrecht - Amersfoort ;19,100135;0.582553;0,582553;90;;90;090__;Den Dolder - Amersfoort;ProRail;Randstad Noord;RN;Baan;Eemland;200;Amersfoort;12;ASSET Rail;152245;462226;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;d52c36b1-5356-4957-bddb-d265a1bf15aa;AMF;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;Amersfoort;Amersfoort;5.214.820.938;534.695.212;19.100.135
e47c621b-e456-4f03-ab8d-84ae05991b2c;Centraal Magazijn Bovenbouw;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Cmb;Nee;Goederen emplacement;Asd-Zp;Amsterdam Centraal - Zutphen ;25,000165;-0.366653;-0,366653;87;;87;087__;Weesp Aansl. - Hilversum;ProRail;Randstad Noord;RN;Baan;Eemland;200;Amersfoort;12;ASSET Rail;139964;474156;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;43718e58-792e-43c7-b408-4f2510411ed6;CR;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;Crailoo;Amersfoort;5.225.523.629;516.699.481;25.000.165
28d2ae32-8574-499e-b712-1b6febb86c57;Amersfoort goed Aansl;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Amfga;Ja;OA Overloop-aansluiting;Asd-Zp;Amsterdam Centraal - Zutphen ;42,925117;-0.501568;-0,501568;506;b;506;506_b;Amersfoort;ProRail;Randstad Noord;RN;Baan;Eemland;200;Amersfoort;12;ASSET Rail;152554;463406;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;d52c36b1-5356-4957-bddb-d265a1bf15aa;AMF;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;Amersfoort;Amersfoort;5.215.881.664;535.145.832;42.925.117
e0dfa0d3-6c28-4de6-93da-3f9c4ebd6efd;Barneveld aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Bnva;Ja;OA Overloop-aansluiting;Asd-Zp;Amsterdam Centraal - Zutphen ;60,569795;-0.437568;-0,437568;612;b;612;612_b;Barneveld Noord;ProRail;Noord-Oost;NO;Baan;Veluwe;430;Gelderse Vallei;29;Strukton Rail;169027;463797;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;8f670b19-36a8-4b61-b546-ff005f58bcb0;BNVA;c4839a12-d54e-4cab-9f02-a344459d9fab;AMF;Barneveld aansl.;Amersfoort;5.216.215.776;559.220.677;60.569.795
918d0614-ebb3-4800-9e6f-0fee7d2f2b20;Dieren;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Dr;Ja;Stop-station;Ah-Zl;Arnhem - Zwolle ;14,326889;0.667242;0,667242;610;;610;610__;Dieren;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;204101;450950;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;b25e554b-fac1-4e20-98a0-97b5bd672b95;DR;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Dieren;Arnhem;5.204.469.048;610.293.242;14.326.889
8940cc38-0317-43d4-a890-36ac8da02182;Vork;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Vrk;Ja;OA Overloop-aansluiting;Est-Gdm;Elst - Geldermalsen ;2,870486;0.310876;0,310876;511;;511;511__;Vork;ProRail;Noord-Oost;NO;Baan;Gelre;400;Maas en Waal;28;ASSET Rail;186015;435065;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;26c897f4-8198-4ee0-b9ab-e272c7d82c96;ESTA;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Elst aansl.;Arnhem;5.190.322.419;583.787.144;2.870.486
7a036d20-d8cf-405c-a6f5-ee33161aaa5b;Elst;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Est;Ja;Stop-station;Ah-Vl;Arnhem - Venlo ;8,74543;0.106426;0,106426;510;b;510;510_b;Elst;ProRail;Noord-Oost;NO;Baan;Gelre;400;Maas en Waal;28;ASSET Rail;187188;436622;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;26c897f4-8198-4ee0-b9ab-e272c7d82c96;ESTA;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Elst aansl.;Arnhem;5.191.715.193;585.506.116;874.543
0454b803-773d-425f-8179-fadf84dcf098;Didam;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Did;Ja;Stop-station;Ww-Zv;Winterswijk-Zevenaar ;45,367824;0.673405;0,673405;212;;212;212__;Winterswijk - Zevenaar;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;206319;438611;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;a4876d30-e127-4af0-8c12-a9507e94037f;DID;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Didam;Arnhem;5.193.359.238;61.334.134;45.367.824
6129582c-b8e7-4655-b8b0-c63e2783885f;Zutphen Twentekanaal aansl.;Aansluiting;Nederland;Onbekend;Nee;Nee;Nee;Ja;Zpta;Ja;OA Overloop-aansluiting;Ah-Zl;Arnhem - Zwolle ;29,674766;0.27813;0,27813;609;;609;609__;Zutphen;ProRail;Noord-Oost;NO;Baan;Veluwe;430;IJsselstreek;31;Strukton Rail;211551;463816;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;9ad751db-e425-4fac-b2d3-e56702b05671;ZP;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Zutphen;Arnhem;5.215.961.045;621.365.442;29.674.766
db0709e7-54fa-45bd-a797-b3d8879e4c28;Doetinchem De Huet;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Dtch;Ja;Stop-station;Ww-Zv;Winterswijk-Zevenaar ;36,000486;-0.301273;-0,301273;212;;212;212__;Winterswijk - Zevenaar;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;215052;441554;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;;Arnhem;5.195.916.771;626.089.833;36.000.486
7a48d0d4-474d-4638-9308-a75429f9d178;Arnhem Centraal;Station;Nederland;Groot;Ja;Nee;Ja;Ja;Ah;Ja;IC Intercity-station;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;91,931302;0.453133;0,453133;508;;508;508__;Arnhem;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;190329;444162;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;8d938307-10ac-45fd-b8ce-2ce1d8be0f13;AH;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Arnhem Centraal;Arnhem;5.198.473.044;59.014.907;91.931.302
1a0a28af-1aa0-4ac3-a8fc-ea4c1e4fb524;Rheden;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Rh;Ja;Stop-station;Ah-Zl;Arnhem - Zwolle ;8,019739;0.100609;0,100609;34;;34;034__;Velperbroek Aansl. - Dieren;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;199188;447046;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;;Arnhem;5.201.001.634;603.081.728;8.019.739
61f1086f-d858-4b06-ac0f-8d8210112f6f;Ravenstein;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Rvs;Ja;Stop-station;Ht-Nm;s-Hertogenbosch - Nijmegen ;49,49966;-0.211507;-0,211507;47;;47;047__;s Hertogenbosch - Nijmegen;ProRail;Zuid;Z;Baan;Betuwe;320;Den Bosch;21;Strukton Rail;172208;422900;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;;Arnhem;5.179.448.092;563.664.172;4.949.966
754943b9-1e16-4168-8d46-482b7baf9347;Arnhem Berg;Overloop;Nederland;Onbekend;Nee;Nee;Nee;Ja;Ahb;Ja;OA Overloop-aansluiting;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;90,890404;0.131659;0,131659;508;;508;508__;Arnhem;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;189305;444354;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;8d938307-10ac-45fd-b8ce-2ce1d8be0f13;AH;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Arnhem Centraal;Arnhem;5.198.652.033;5.886.604;90.890.404
ea4c46d6-5d5a-49f3-893f-f3d2a5ada319;Vorden;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Vd;Ja;Stop-station;Zp-Ww;Zutphen - Winterswijk ;11,770628;-0.000838;-0,000838;210;;210;210__;Zutphen - Winterswijk;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;218739;458081;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;ae4cf2a6-055c-466c-bb55-9035ab2a99ce;VD;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Vorden;Arnhem;5.210.728.718;631.761.452;11.770.628
1d297373-5fad-413d-8a47-6167fd6d330e;Delden;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Ddn;Ja;Stop-station;Zp-Esg;Zutphen - Enschede Grens ;39,706214;-0.250231;-0,250231;31;a;31;031_a;Zutphen - Hengelo;ProRail;Noord-Oost;NO;Baan;Twente;410;Twente;32;VolkerRail;245621;475501;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;fdb75baf-bfcb-484b-8a17-ddb5822497ac;DDN;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Delden;Arnhem;5.226.007.113;671.458.411;39.706.214
1c1777ba-a25e-4bb7-b437-4bc2e4f6e722;Varsseveld;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Vsv;Ja;Stop-station;Ww-Zv;Winterswijk-Zevenaar ;20,435168;0.573244;0,573244;212;;212;212__;Winterswijk - Zevenaar;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;228693;439301;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;92ef1b23-b8ef-478f-b131-e41e29a5d07c;VSV;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Varseveld;Arnhem;5.193.727.784;645.884.679;20.435.168
a40ac8df-97c4-4185-ab8b-ef9518ef1132;Arnhem Goederenstation;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Ja;Ahg;Nee;Goederen emplacement;Ahg-Va;Arnhem Goederenstation - Velperpoort Aansl. ;0,899804;0.298663;0,298663;437;a;437;437_a;Arnhem Goederenstation - Velperbroek Aansl.;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;192633;443271;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;e05a2a8c-868a-410f-8799-ff0409d475e4;VA;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Velperbroek aansl.;Arnhem;5.197.657.083;593.493.104;0.899804
aac81c2d-8925-44d3-be46-a49740710396;Nijmegen Goffert;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Nmgo;Ja;Stop-station;Ht-Nm;s-Hertogenbosch - Nijmegen ;62,94998;0.278857;0,278857;47;;47;047__;s Hertogenbosch - Nijmegen;ProRail;Noord-Oost;NO;Baan;Gelre;400;Maas en Waal;28;ASSET Rail;185011;426612;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;;Arnhem;5.182.730.284;58.225.469;6.294.998
44cad5fc-ea64-463a-9e80-9b03a15dcd17;Wehl;Station;Nederland;Klein;Nee;Nee;Nee;Ja;Wl;Ja;Stop-station;Ww-Zv;Winterswijk-Zevenaar ;39,249406;-0.312606;-0,312606;212;;212;212__;Winterswijk - Zevenaar;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;211817;441296;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;6604f5d4-37d7-4f63-9a22-825b7ce4b8df;WL;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;Wehl;Arnhem;5.195.718.924;621.379.459;39.249.406
2856aadf-b73d-4aca-8d6b-239866958f9e;Brummen;Halte;Nederland;Klein;Nee;Nee;Nee;Nee;Bmn;Ja;Stop-station;Ah-Zl;Arnhem - Zwolle ;20,31922;-0.162025;-0,162025;33;;33;033__;Dieren - Zutphen;ProRail;Noord-Oost;NO;Baan;Gelre;400;Achterhoek;30;ASSET Rail;207066;456115;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;2f76a82b-20e6-4385-a090-6c7ca69eaee1;AH;;Arnhem;5.209.083.988;614.693.675;2.031.922
4a5b0198-4f61-4304-8a6f-63c605ecf8c8;Lanaken (B);Grensstation;België;Onbekend;Nee;Nee;Nee;Nee;Glk;Nee;Goederen emplacement;Has-Glk;Hasselt (B) - Lanaken (B) ;11,89973;-0.029;-0,029;785;;785;785__;Lanaken (B) - Maastricht grens;Derden - Overig - Infrabel / Railport Lanaken;;;Baan;;;;;;174007;321699;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.088.476.756;565.728.378;1.189.973
9ea4eced-dc25-4cf6-9b2d-1a74c18a37a7;Sas van Gent grens;Grens Dienstregelpunt;Nederland;Onbekend;Nee;Nee;Nee;Nee;Svgg;Nee;OA Overloop-aansluiting;Fsz-Tnz;Zelzate (B) - Terneuzen ;15,605125;2.770.382;27,70382;131;;131;131__;Sas van Gent Grens - Terneuzen Aansl.;ProRail;Zuid;Z;Baan;Zeeland;310;Goes;18;Strukton Rail;44111;359160;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.121.098.328;380.020.628;15.605.125
bd59b06f-281a-4467-abbd-dca28ae1d773;HSL Breda grens;Grens Dienstregelpunt;Nederland;Onbekend;Nee;Nee;Ja;Nee;Hsbdg;Ja;OA Overloop-aansluiting;Andd-Bdgr;Antwerpen Noorderdokken - Breda Grens  ;82,908101;-0.337284;-0,337284;787;;787;787__;Hazeldonk Grens - Noorderkempen (B);ProRail;;;Baan;;;;;;109425;387889;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.147.820.642;473.115.436;82.908.101
101144c3-65ca-4f15-ae0e-458a2239d800;Kaldenkirchen (D);Grensstation;Duitsland;Onbekend;Nee;Nee;Nee;Nee;Kn;Ja;IC Intercity-station;Kn-Vlgr;Kaldenkirchen (D) - Venlo Grens ;17,649582;-0.071662;-0,071662;780;;780;780__;Venlo Grens - Keulen (D);Derden - Overig - DB Netz;;;Baan;;;;;;211842;371214;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.132.730.546;620.273.366;17.649.582
52d9e931-1822-4e98-8cb1-c88507762781;Simpelveld Grens;Grens Dienstregelpunt;Nederland;Onbekend;Nee;Nee;Nee;Nee;Spvg;Nee;AS Aansluiting/splitsing;Vet-Mtn;Verschau (D) - Maastricht Noord ;8,469182;75.524.609;75,524609;68;;68;068__;Simpelveld Grens - Simpelveld;ProRail;Zuid;Z;Baan;Limburg;340;Maastricht;26;Strukton Rail;199924;314008;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.081.419.114;602.459.435;8.469.182
135204ac-eed9-457f-90d3-303791d28131;Zevenaar grens;Grens Dienstregelpunt;Nederland;Onbekend;Nee;Nee;Ja;Nee;Zvg;Ja;OA Overloop-aansluiting;Asa-Zvg;Amsterdam Amstel - Zevenaar Grens ;111,027673;0.353333;0,353333;39;;39;039__;Zevenaar - Zevenaar Grens;ProRail;Randstad Zuid;RZ;Baan;Zee-Zevenaar;130;A15trace;71;VolkerRail;206646;435018;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.190.126.948;613.762.821;111.027.673
44628537-5399-4b97-a7c9-03d8de962c46;Weener (D);Grensstation;Duitsland;Onbekend;Nee;Nee;Nee;Nee;Wr;Ja;Stop-station;;;;;;;;;;;;;;;;;;;;285689;576882;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;;;
546afe57-c38c-4c92-8186-1a9139074f1c;Coevorden Grens;Grens Dienstregelpunt;Nederland;Onbekend;Nee;Nee;Nee;Nee;Cog;Nee;OV Overige;Lar-Coep;Laarwald (D) - Coevorden Europark ;73,631651;-79.635.326;-79,635326;451;b;451;451_b;Coevorden - Coevorden Grens;ProRail;Noord-Oost;NO;Baan;Drenthe;440;Overijssel;34;ASSET Rail;246239;517873;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.264.069.913;673.518.772;73.631.651
04b4411e-9d1a-47ea-a189-df384a6a7fc5;Terneuzen;Goederen Emplacement;Nederland;Onbekend;Ja;Nee;Nee;Nee;Tnz;Nee;Goederen emplacement;Fsz-Tnz;Zelzate (B) - Terneuzen ;30,671791;0.389953;0,389953;129;;129;129__;Terneuzen Aansl. - Terneuzen;ProRail;Zuid;Z;Baan;Zeeland;310;Goes;18;Strukton Rail;46146;372311;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.132.955.258;382.529.303;30.671.791
084d985f-4094-4114-90af-d77a565b6d0d;Sas van Gent;Goederen Emplacement;Nederland;Onbekend;Nee;Nee;Nee;Nee;Svg;Ja;Goederen emplacement;Fsz-Tnz;Zelzate (B) - Terneuzen ;17,276116;-0.144846;-0,144846;131;;131;131__;Sas van Gent Grens - Terneuzen Aansl.;ProRail;Zuid;Z;Baan;Zeeland;310;Goes;18;Strukton Rail;43705;360781;2022/01/10 23:00:00+00;2022/01/10 18:00:28+00;;;;;;;5.122.547.008;379.389.188;17.276.116
